no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status
2,0,2,5,Not Selected,0,Room_Type 1,2017,9,2,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,8,12,Complementary,1,0,1,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2017,8,23,Complementary,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,12,29,Online,0,0,0,2,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,4,15,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,3,11,Corporate,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2018,8,28,Online,0,0,0,1,Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,3,25,Online,0,0,0,0,Canceled
3,0,0,2,Meal Plan 1,0,Room_Type 4,2018,12,9,Online,0,0,0,2,Not_Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,6,12,Online,0,0,0,1,Not_Canceled
3,0,2,4,Meal Plan 1,0,Room_Type 4,2018,7,6,Online,0,0,0,4,Not_Canceled
1,0,0,2,Meal Plan 2,0,Room_Type 1,2018,6,15,Online,0,0,0,0,Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,3,5,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,8,18,Online,0,0,0,1,Not_Canceled
3,0,2,5,Meal Plan 1,0,Room_Type 4,2018,4,21,Online,0,0,0,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,2018,6,18,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,5,9,Online,0,0,0,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,6,28,Online,0,0,0,0,Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,3,9,Online,0,0,0,0,Canceled
1,0,1,4,Meal Plan 1,0,Room_Type 1,2018,9,7,Online,0,0,0,0,Canceled
2,0,0,2,Not Selected,1,Room_Type 1,2018,8,10,Online,0,0,0,0,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,2018,5,13,Online,0,0,0,1,Not_Canceled
0,2,2,2,Meal Plan 1,0,Room_Type 1,2018,4,24,Online,0,0,0,1,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 2,2018,9,7,Complementary,1,0,3,1,Not_Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 1,2018,10,28,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,3,17,Online,0,0,0,1,Not_Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,8,22,Online,0,0,0,1,Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 1,2017,8,8,Online,0,0,0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,5,1,Online,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,4,3,Online,0,0,0,1,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,1,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 2,0,Room_Type 1,2017,9,4,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,8,13,Online,0,0,0,1,Not_Canceled
2,1,2,1,Meal Plan 2,0,Room_Type 1,2017,12,27,Offline,0,0,0,3,Not_Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 1,2018,11,16,Online,0,0,0,2,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,1,2,Offline,1,1,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2018,10,28,Online,0,0,0,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,5,16,Online,0,0,0,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,2018,2,20,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,3,23,Online,0,0,0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2017,12,29,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2017,9,30,Offline,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,8,1,Online,0,0,0,0,Canceled
2,0,1,0,Meal Plan 1,0,Room_Type 1,2018,7,25,Online,0,0,0,1,Canceled
2,2,0,2,Meal Plan 1,0,Room_Type 6,2018,9,16,Online,0,0,0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,12,26,Online,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,7,9,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Offline,0,0,0,0,Not_Canceled
3,0,1,0,Meal Plan 1,0,Room_Type 4,2018,4,17,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,6,24,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,2018,6,6,Online,0,0,0,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 4,2018,7,17,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2018,8,18,Online,0,0,0,1,Canceled
3,0,1,2,Meal Plan 1,0,Room_Type 4,2018,2,22,Online,0,0,0,2,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,5,22,Corporate,1,0,3,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,17,Online,0,0,0,0,Canceled
2,1,1,2,Meal Plan 1,0,Room_Type 1,2018,7,8,Online,0,0,0,0,Canceled
1,0,2,0,Meal Plan 1,0,Room_Type 1,2017,10,18,Online,0,0,0,0,Not_Canceled
2,0,0,2,Not Selected,0,Room_Type 1,2018,11,11,Online,0,0,0,1,Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,2018,8,28,Online,0,0,0,0,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,10,6,Offline,1,1,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,5,27,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,8,11,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,7,17,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,7,25,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,12,15,Corporate,1,0,1,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2017,10,23,Offline,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,10,10,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,10,2,Online,0,0,0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,7,23,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,8,18,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,6,26,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,9,8,Online,0,0,0,0,Not_Canceled
2,1,2,5,Meal Plan 1,0,Room_Type 1,2018,12,21,Online,0,0,0,3,Not_Canceled
1,0,1,2,Meal Plan 1,0,Room_Type 1,2018,6,6,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,11,10,Offline,0,0,0,0,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,2018,7,25,Online,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,9,7,Online,0,0,0,3,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,8,24,Complementary,1,0,4,4,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,8,14,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,24,Online,0,0,0,1,Not_Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,2018,8,15,Online,0,0,0,1,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,3,29,Online,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 4,2018,7,1,Corporate,1,0,3,1,Not_Canceled
1,0,2,6,Meal Plan 1,0,Room_Type 1,2018,7,5,Online,0,0,0,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,7,11,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,5,14,Online,0,0,0,1,Not_Canceled
2,1,1,1,Meal Plan 1,0,Room_Type 6,2018,10,22,Online,0,0,0,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,6,13,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,8,10,Offline,0,0,0,1,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,9,18,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,9,3,Offline,0,0,0,3,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,16,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,9,22,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,11,16,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,2017,11,19,Online,0,0,0,2,Not_Canceled
3,0,1,4,Meal Plan 1,0,Room_Type 1,2018,2,22,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,2018,6,26,Online,0,0,0,0,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,4,9,Offline,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 2,0,Room_Type 1,2018,8,13,Online,0,0,0,2,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,2018,10,23,Online,0,0,0,1,Canceled
2,2,0,5,Meal Plan 1,0,Room_Type 6,2017,12,29,Online,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,7,10,Offline,0,0,0,0,Not_Canceled
4,0,0,3,Meal Plan 1,0,Room_Type 7,2018,10,20,Online,0,0,0,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2017,9,25,Offline,0,0,0,0,Not_Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 1,2018,12,10,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,4,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 4,2018,10,27,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,3,23,Corporate,1,0,12,0,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,3,3,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,5,21,Offline,0,0,0,0,Not_Canceled
2,0,4,11,Meal Plan 1,0,Room_Type 4,2018,9,13,Online,0,0,0,1,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,9,7,Online,0,0,0,2,Not_Canceled
2,2,2,2,Meal Plan 1,0,Room_Type 6,2018,12,2,Online,0,0,0,0,Canceled
2,0,2,0,Not Selected,0,Room_Type 1,2018,9,18,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,6,19,Online,0,0,0,0,Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,10,16,Offline,0,0,0,0,Not_Canceled
3,0,2,1,Meal Plan 1,0,Room_Type 4,2018,3,20,Online,0,0,0,1,Not_Canceled
3,0,1,3,Meal Plan 1,0,Room_Type 4,2018,12,26,Online,0,0,0,1,Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 6,2018,5,14,Online,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2017,9,15,Corporate,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,2,19,Corporate,0,0,0,0,Not_Canceled
2,1,1,4,Meal Plan 1,0,Room_Type 1,2018,3,23,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,2018,10,18,Corporate,1,3,19,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,3,4,Online,0,0,0,1,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,4,30,Offline,0,0,0,0,Not_Canceled
2,1,2,3,Meal Plan 1,0,Room_Type 1,2018,7,23,Online,0,0,0,1,Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2017,9,9,Online,0,0,0,1,Not_Canceled
1,0,0,4,Meal Plan 2,0,Room_Type 1,2018,9,28,Offline,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,5,13,Online,0,0,0,0,Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,3,18,Online,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,12,Online,0,0,0,0,Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,10,1,Online,0,0,0,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,9,9,Online,0,0,0,0,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 2,2018,1,29,Online,0,0,0,2,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,4,8,Online,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,9,17,Online,0,0,0,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,6,18,Online,0,0,0,1,Not_Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 6,2018,12,26,Online,0,0,0,2,Canceled
3,0,0,3,Meal Plan 1,0,Room_Type 4,2018,8,3,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,6,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,5,30,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Online,0,0,0,2,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2018,5,13,Online,0,0,0,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,2018,5,29,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,1,20,Offline,0,0,0,0,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,6,27,Complementary,0,0,0,0,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2017,12,7,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,4,5,Corporate,1,0,1,1,Not_Canceled
2,0,2,0,Meal Plan 2,0,Room_Type 1,2018,10,23,Online,0,0,0,1,Canceled
2,0,1,1,Meal Plan 1,0,Room_Type 1,2018,5,2,Offline,0,0,0,1,Not_Canceled
2,0,1,3,Not Selected,0,Room_Type 1,2018,11,14,Online,0,0,0,2,Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2017,10,2,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 1,2018,5,29,Online,0,0,0,2,Not_Canceled
1,0,2,2,Meal Plan 1,0,Room_Type 1,2018,10,14,Online,0,0,0,0,Canceled
3,0,1,1,Meal Plan 1,0,Room_Type 4,2018,7,2,Online,0,0,0,0,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,8,4,Online,0,0,0,0,Not_Canceled
2,0,0,4,Not Selected,0,Room_Type 1,2018,9,27,Online,0,0,0,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,8,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 2,1,Room_Type 4,2018,3,24,Online,0,0,0,1,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2018,9,3,Online,0,0,0,1,Canceled
1,0,0,4,Meal Plan 2,0,Room_Type 1,2017,10,21,Offline,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,5,13,Complementary,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 4,2017,9,8,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,10,20,Online,0,0,0,1,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,2,16,Online,0,0,0,1,Canceled
2,0,0,5,Meal Plan 2,0,Room_Type 1,2018,9,6,Online,0,0,0,0,Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,3,16,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,10,23,Online,0,0,0,0,Not_Canceled
3,0,1,3,Meal Plan 2,0,Room_Type 4,2018,10,24,Online,0,0,0,2,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,8,6,Online,0,0,0,1,Not_Canceled
2,0,1,4,Meal Plan 1,0,Room_Type 1,2018,8,22,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,8,13,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,3,10,Online,0,0,0,2,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,5,11,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,10,23,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,1,Room_Type 1,2018,4,1,Corporate,1,0,3,1,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,6,19,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,10,13,Offline,0,0,0,0,Not_Canceled
2,0,3,5,Meal Plan 1,0,Room_Type 4,2018,4,4,Online,0,0,0,0,Canceled
2,0,1,1,Meal Plan 2,0,Room_Type 1,2018,6,6,Online,0,0,0,1,Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2018,10,16,Online,0,0,0,1,Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,10,14,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2018,11,19,Online,0,0,0,2,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,8,Offline,0,0,0,0,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2018,6,8,Offline,0,0,0,1,Not_Canceled
2,0,0,5,Meal Plan 1,0,Room_Type 1,2018,9,6,Online,0,0,0,1,Canceled
2,1,1,3,Meal Plan 1,0,Room_Type 1,2018,10,31,Online,0,0,0,1,Canceled
1,0,0,3,Not Selected,0,Room_Type 1,2018,5,31,Online,0,0,0,0,Not_Canceled
2,0,0,2,Meal Plan 2,0,Room_Type 1,2017,9,18,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,6,23,Online,0,0,0,0,Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
2,0,2,2,Meal Plan 1,0,Room_Type 4,2018,7,1,Online,0,0,0,2,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,8,26,Corporate,0,0,0,0,Not_Canceled
2,0,2,6,Meal Plan 1,0,Room_Type 1,2018,8,18,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 2,1,Room_Type 1,2018,4,11,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 2,0,Room_Type 1,2018,5,13,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 2,1,Room_Type 1,2018,7,4,Online,0,0,0,0,Not_Canceled
2,0,1,3,Not Selected,1,Room_Type 1,2018,12,8,Online,0,0,0,2,Not_Canceled
2,1,0,1,Meal Plan 1,1,Room_Type 1,2018,6,18,Online,0,0,0,2,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 1,2017,12,27,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Meal Plan 2,0,Room_Type 1,2017,8,8,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2017,12,9,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 1,0,Room_Type 1,2017,8,14,Online,0,0,0,1,Not_Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,4,8,Offline,0,0,0,0,Not_Canceled
2,0,1,1,Not Selected,0,Room_Type 1,2018,9,26,Online,0,0,0,0,Canceled
2,2,2,1,Meal Plan 1,0,Room_Type 7,2018,6,12,Online,0,0,0,0,Canceled
2,0,0,1,Meal Plan 1,1,Room_Type 1,2018,10,11,Online,0,0,0,2,Not_Canceled
2,0,3,7,Not Selected,0,Room_Type 1,2018,12,5,Online,0,0,0,1,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,8,25,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Not Selected,0,Room_Type 1,2018,10,19,Online,0,0,0,2,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,15,Online,0,0,0,0,Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 4,2018,7,8,Online,0,0,0,1,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,11,20,Offline,0,0,0,0,Not_Canceled
3,0,2,2,Meal Plan 1,0,Room_Type 6,2018,4,1,Online,0,0,0,2,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2017,10,22,Online,0,0,0,1,Not_Canceled
2,0,1,0,Not Selected,0,Room_Type 1,2018,9,19,Offline,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,2,28,Complementary,0,0,0,1,Not_Canceled
2,2,0,1,Meal Plan 1,0,Room_Type 2,2018,3,8,Online,0,0,0,0,Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2018,2,11,Online,0,0,0,0,Canceled
2,0,2,2,Not Selected,0,Room_Type 1,2018,4,10,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,4,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,10,13,Offline,0,0,0,0,Not_Canceled
2,0,2,5,Meal Plan 1,0,Room_Type 1,2018,4,30,Online,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,2018,12,5,Online,0,0,0,0,Not_Canceled
1,0,0,2,Not Selected,0,Room_Type 1,2018,11,23,Online,0,0,0,2,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 1,2018,2,28,Online,0,0,0,0,Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,7,Online,0,0,0,0,Canceled
1,0,1,1,Meal Plan 1,0,Room_Type 1,2018,4,4,Online,0,0,0,1,Not_Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2018,4,6,Offline,0,0,0,0,Not_Canceled
2,0,0,3,Meal Plan 1,0,Room_Type 4,2018,2,11,Offline,0,0,0,1,Not_Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 2,2018,4,23,Offline,0,0,0,0,Not_Canceled
1,0,2,1,Meal Plan 2,0,Room_Type 4,2018,2,28,Online,0,0,0,1,Not_Canceled
1,0,1,0,Meal Plan 1,0,Room_Type 1,2018,10,17,Corporate,0,0,0,0,Not_Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2018,6,24,Offline,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 1,2018,6,18,Offline,0,0,0,0,Not_Canceled
3,0,0,4,Meal Plan 1,0,Room_Type 4,2018,8,30,Online,0,0,0,2,Not_Canceled
3,0,2,3,Meal Plan 1,0,Room_Type 4,2018,10,21,Online,0,0,0,1,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,3,20,Online,0,0,0,1,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 1,2018,11,18,Online,0,0,0,2,Not_Canceled
2,0,1,2,Meal Plan 1,0,Room_Type 4,2017,11,9,Offline,0,0,0,0,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,8,25,Offline,0,0,0,0,Not_Canceled
2,0,2,1,Not Selected,0,Room_Type 1,2017,12,5,Online,0,0,0,2,Not_Canceled
2,0,0,2,Meal Plan 1,0,Room_Type 1,2018,10,21,Online,0,0,0,1,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,10,30,Online,0,0,0,2,Canceled
2,0,0,1,Meal Plan 2,0,Room_Type 1,2018,4,6,Offline,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 1,2018,8,3,Offline,0,0,0,0,Not_Canceled
2,0,2,4,Meal Plan 1,0,Room_Type 4,2018,4,10,Online,0,0,0,1,Canceled
1,0,0,2,Meal Plan 1,0,Room_Type 1,2017,10,14,Corporate,0,0,0,0,Not_Canceled
1,0,0,1,Not Selected,0,Room_Type 1,2018,10,15,Online,0,0,0,0,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 1,2017,12,24,Online,0,0,0,1,Not_Canceled
1,0,2,1,Meal Plan 1,0,Room_Type 4,2018,3,5,Online,0,0,0,1,Not_Canceled
2,0,1,3,Meal Plan 1,0,Room_Type 4,2018,3,24,Online,0,0,0,0,Not_Canceled
2,0,0,4,Meal Plan 1,0,Room_Type 4,2018,5,4,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,14,Offline,0,0,0,0,Not_Canceled
2,0,2,0,Meal Plan 1,0,Room_Type 1,2018,4,3,Online,0,0,0,1,Not_Canceled
1,0,0,3,Meal Plan 1,0,Room_Type 1,2018,6,14,Offline,0,0,0,0,Not_Canceled
2,0,0,1,Not Selected,0,Room_Type 1,2018,6,10,Online,0,0,0,1,Not_Canceled
3,0,0,1,Meal Plan 2,0,Room_Type 4,2018,7,23,Online,0,0,0,0,Canceled
2,0,2,1,Meal Plan 1,0,Room_Type 4,2018,6,26,Online,0,0,0,0,Canceled
2,0,2,3,Meal Plan 1,0,Room_Type 1,2018,2,4,Online,0,0,0,1,Not_Canceled
1,0,0,1,Meal Plan 1,0,Room_Type 1,2017,9,10,Online,0,0,0,2,Not_Canceled
